pubchem_cid,gene_id,label
4940,1131,1
3821,1131,1
40589,1131,1
91405,1131,1
2784,1131,1
2905,1131,1
3042,1131,1
10660,1131,1
71183,1131,1
5749,1131,1
4934,1131,1
2726,1133,1
2726,3358,1
2726,148,1
2726,3269,1
2726,1815,1
2726,3362,1
2726,3363,1
2726,316,1
2726,1812,1
2726,1132,1
2726,1814,1
2726,3357,1
2726,1128,1
2726,3356,1
2726,1816,1
2726,3757,1
2726,3350,1
2726,801,1
2726,147,1
2726,6609,1
2726,146,1
2726,150,1
2726,151,1
2726,152,1
2726,5004,1
2726,5005,1
3100,1133,1
3100,3269,1
3100,1129,1
3964,1133,1
3964,3358,1
3964,148,1
3964,3269,1
3964,1815,1
3964,3362,1
3964,3363,1
3964,3356,1
3964,1812,1
3964,1128,1
3964,3274,1
3964,1816,1
3964,153,1
3964,150,1
3964,3350,1
3964,3359,1
3964,152,1
3964,1132,1
3964,3354,1
3964,1129,1
3964,151,1
3964,147,1
3964,1814,1
3964,3352,1
3964,3361,1
4078,1133,1
4078,3358,1
4078,148,1
4078,3269,1
4078,3362,1
4078,1815,1
4078,3356,1
4848,1133,1
4848,1132,1
4848,1128,1
4848,1129,1
4919,1133,1
4919,1128,1
4919,1132,1
4919,1129,1
5452,1133,1
5452,3358,1
5452,148,1
5452,3269,1
5452,1815,1
5452,3757,1
5452,3362,1
5452,3363,1
5452,3356,1
5452,1812,1
5452,147,1
5452,1814,1
5572,1133,1
5572,1128,1
5572,1132,1
5572,1129,1
5736,1133,1
5736,3352,1
5736,3354,1
5736,1815,1
5736,3269,1
5736,6863,1
5736,3358,1
5736,148,1
5736,3356,1
5736,3363,1
5736,3362,1
5736,1812,1
5736,1816,1
24199,1133,1
2160,1133,1
2913,1133,1
3696,1133,1
4543,1133,1
4601,1133,1
43815,1133,1
444031,1133,1
5280805,1133,1
187,1133,1
174174,1133,1
2230,1133,1
135398737,1133,1
443879,1133,1
11693,1133,1
4634,1133,1
5831,1133,1
154059,1133,1
135398745,1133,1
26987,1133,1
60854,1133,1
5405,1133,1
6172,1133,1
4474,1133,1
10429215,1133,1
3000322,1133,1
2342,1133,1
6834,1133,1
4097,1133,1
4927,1133,1
667477,1133,1
5002,1133,1
60795,1133,1
667467,1133,1
72287,1133,1
5487427,1133,1
6918558,1133,1
11434515,1133,1
11519070,1133,1
5284550,1133,1
5282593,1133,1
5457,1133,1
4942,1133,1
24892842,1133,1
49831411,1133,1
4167,1133,1
3162,1133,1
2170,1133,1
1547484,1133,1
5584,1133,1
4940,1133,1
3821,1133,1
40589,1133,1
11753673,1133,1
1201549,1133,1
3042,1133,1
1832,3354,1
8223,3354,1
8226,3354,1
9681,3354,1
28693,3354,1
60149,3354,1
60854,3354,1
5709,3354,1
135398737,3354,1
60857,3354,1
5002,3354,1
60795,3354,1
49831411,3354,1
43815,3354,1
667467,3354,1
5205,3354,1
168871,3354,1
5467,3354,1
107715,3354,1
135398745,3354,1
3821,3354,1
1832,3355,1
1832,3362,1
1832,3352,1
1832,3358,1
1832,3357,1
1832,4543,1
1832,4544,1
1832,3350,1
1832,3356,1
8223,3355,1
8223,3357,1
8223,3358,1
8223,3352,1
8223,3361,1
8223,150,1
8223,3350,1
8223,152,1
8223,3356,1
8223,148,1
8223,147,1
8223,146,1
8223,1812,1
8223,1816,1
8223,151,1
8226,3355,1
8226,3357,1
8226,1812,1
9681,3352,1
9681,3358,1
9681,3357,1
9681,3355,1
9681,3363,1
9681,3362,1
9681,3356,1
9681,3350,1
28693,3352,1
115237,3352,1
4830,3352,1
5073,3352,1
60149,3352,1
60854,3352,1
3822,3352,1
4440,3352,1
5074,3352,1
71360,3352,1
5002,3352,1
31101,3352,1
47811,3352,1
60795,3352,1
5078,3352,1
60857,3352,1
5709,3352,1
4893,3352,1
77992,3352,1
77993,3352,1
54746,3352,1
10531,3352,1
2160,3352,1
135398737,3352,1
3337,3352,1
28864,3352,1
6005,3352,1
5584,3352,1
123606,3352,1
30668,3352,1
27400,3352,1
49831411,3352,1
43815,3352,1
667467,3352,1
5205,3352,1
168871,3352,1
5467,3352,1
107715,3352,1
135398745,3352,1
3821,3352,1
9966051,3352,1
2159,3357,1
2159,3363,1
2159,1814,1
2159,3356,1
6005,1815,1
6005,3357,1
6005,3358,1
6005,146,1
6005,1812,1
6005,1814,1
6005,3350,1
6005,1816,1
6005,3356,1
6005,4193,1
6005,150,1
6005,152,1
6005,151,1
3151,3757,1
3151,1814,1
681,1815,1
681,134864,1
681,1814,1
681,1812,1
681,6622,1
681,1816,1
681,6571,1
681,1621,1
681,3350,1
681,3359,1
681,3363,1
681,6647,1
681,9177,1
681,153,1
47811,1815,1
47811,3357,1
47811,3358,1
47811,146,1
47811,1814,1
47811,3350,1
47811,3757,1
47811,3356,1
47811,1812,1
47811,1816,1
47811,148,1
47811,147,1
47811,150,1
47811,151,1
47811,152,1
16362,3358,1
16362,148,1
16362,3269,1
16362,3757,1
16362,3362,1
16362,3363,1
16362,1815,1
16362,775,1
16362,4988,1
16362,801,1
16362,1814,1
16362,1812,1
16362,1816,1
16362,3356,1
62867,1812,1
62867,3350,1
62867,3356,1
4917,3358,1
4917,148,1
4917,3269,1
4917,1815,1
4917,147,1
4917,146,1
4917,150,1
4917,151,1
4917,152,1
4917,1814,1
54477,1815,1
54477,10280,1
54477,3356,1
54477,1814,1
9429,1812,1
9429,3350,1
9429,3356,1
9429,148,1
9429,147,1
28693,3355,1
28693,3363,1
28693,3362,1
28693,3358,1
28693,3357,1
28693,3350,1
28693,6326,1
31101,1815,1
31101,3362,1
31101,3357,1
31101,3358,1
31101,148,1
31101,146,1
31101,153,1
31101,1814,1
31101,3350,1
31101,3356,1
31101,1812,1
31101,1816,1
31101,150,1
31101,152,1
31101,151,1
31101,147,1
31101,3363,1
3033769,1815,1
3033769,1814,1
3372,3358,1
4748,3358,1
4926,3358,1
941651,3358,1
5566,3358,1
3822,3358,1
5074,3358,1
2160,3358,1
40589,3358,1
3696,3358,1
4449,3358,1
4543,3358,1
5533,3358,1
4830,3358,1
5073,3358,1
5002,3358,1
71360,3358,1
2477,3358,1
2913,3358,1
5761,3358,1
60149,3358,1
60854,3358,1
115237,3358,1
2771,3358,1
2801,3358,1
60835,3358,1
60795,3358,1
82148,3358,1
10071196,3358,1
6089,3358,1
4205,3358,1
11658860,3358,1
4184,3358,1
135398737,3358,1
11683556,3358,1
135398745,3358,1
28864,3358,1
3827,3358,1
27400,3358,1
11154555,3358,1
2267,3358,1
6604889,3358,1
54746,3358,1
2170,3358,1
3337,3358,1
5584,3358,1
4940,3358,1
4199,3358,1
2895,3358,1
667477,3358,1
146570,3358,1
66265,3358,1
72287,3358,1
1615,3358,1
98527,3358,1
71353,3358,1
30668,3358,1
5276854,3358,1
3036780,3358,1
71351,3358,1
55285,3358,1
119590,3358,1
10240,3358,1
3045380,3358,1
5160,3358,1
135456190,3358,1
10264356,3358,1
49831411,3358,1
43815,3358,1
667467,3358,1
5205,3358,1
168871,3358,1
5467,3358,1
107715,3358,1
3821,3358,1
3085218,3358,1
18104,3358,1
4167,3358,1
24199,1128,1
24199,1132,1
24199,1129,1
3372,148,1
3372,3269,1
3372,3362,1
3372,1815,1
3372,3363,1
3372,1812,1
3372,1814,1
3372,1816,1
3372,367,1
3372,801,1
3372,3356,1
3372,146,1
4748,148,1
4748,3269,1
4748,1815,1
4748,3362,1
4748,3363,1
4748,316,1
4748,1565,1
4748,1812,1
4748,801,1
4926,148,1
4926,3269,1
4926,1128,1
4926,3356,1
4926,1815,1
4926,1814,1
941651,148,1
941651,3269,1
941651,3362,1
941651,1815,1
941651,1812,1
941651,3356,1
5566,148,1
5566,3269,1
5566,1815,1
5566,3362,1
5566,3363,1
5566,10682,1
5566,84650,1
5566,801,1
5566,50632,1
5566,7134,1
5566,6275,1
5566,3356,1
5566,1814,1
5775,148,1
4893,148,1
5401,148,1
2160,148,1
40589,148,1
3696,148,1
4449,148,1
4543,148,1
5533,148,1
43815,148,1
2803,148,1
115237,148,1
71360,148,1
15387,148,1
5002,148,1
5073,148,1
60149,148,1
60854,148,1
4850,148,1
2801,148,1
129211,148,1
60795,148,1
3157,148,1
2092,148,1
33625,148,1
5709,148,1
5312125,148,1
2267,148,1
5816,148,1
2765,148,1
6041,148,1
439260,148,1
1236,148,1
135398745,148,1
2249,148,1
135398737,148,1
27400,148,1
4195,148,1
54746,148,1
3033538,148,1
3105,148,1
3168,148,1
2170,148,1
5906,148,1
4474,148,1
2520,148,1
34040,148,1
6082,148,1
5584,148,1
3241,148,1
4940,148,1
5504,148,1
3341,148,1
7028,148,1
5311017,148,1
5281881,148,1
441074,148,1
4768,148,1
2216,148,1
2585,148,1
667477,148,1
443884,148,1
2372,148,1
9294,148,1
72287,148,1
31721,148,1
30487,148,1
6077,148,1
5311507,148,1
208898,148,1
30668,148,1
5276854,148,1
3036780,148,1
71351,148,1
92974,148,1
22297,148,1
4436,148,1
5419,148,1
4942,148,1
49831411,148,1
56959,148,1
4205,148,1
2477,148,1
3869,148,1
5487,148,1
36811,148,1
146570,148,1
4184,148,1
115368,148,1
5284550,148,1
3045380,148,1
7172,148,1
2239,148,1
4830,148,1
5467,148,1
3007,148,1
5095,148,1
4927,148,1
3677,148,1
5826,148,1
4260,148,1
2225,148,1
168871,148,1
64782,148,1
3705,148,1
107715,148,1
62816,148,1
2157,148,1
3651,148,1
26934,148,1
5775,146,1
5775,11188,1
5775,151,1
5775,147,1
5775,152,1
5775,150,1
23897,1815,1
23897,3363,1
23897,1128,1
23897,3350,1
23897,3356,1
2160,3269,1
2725,3269,1
3696,3269,1
4543,3269,1
4992,3269,1
5584,3269,1
6834,3269,1
2913,3269,1
5282443,3269,1
1549000,3269,1
115237,3269,1
2247,3269,1
5002,3269,1
5073,3269,1
60149,3269,1
60854,3269,1
71360,3269,1
15387,3269,1
3348,3269,1
3658,3269,1
2678,3269,1
60795,3269,1
3957,3269,1
124087,3269,1
4205,3269,1
2267,3269,1
5405,3269,1
3827,3269,1
667467,3269,1
135398737,3269,1
667477,3269,1
135398745,3269,1
11154555,3269,1
4184,3269,1
4927,3269,1
2771,3269,1
1201549,3269,1
26987,3269,1
6729,3269,1
3162,3269,1
16960,3269,1
2170,3269,1
1547484,3269,1
5533,3269,1
43815,3269,1
19861,3269,1
4034,3269,1
2564,3269,1
3241,3269,1
2342,3269,1
5281071,3269,1
4940,3269,1
5587,3269,1
5504,3269,1
14677,3269,1
10660,3269,1
4066,3269,1
3219,3269,1
54385,3269,1
3103,3269,1
4601,3269,1
146570,3269,1
6726,3269,1
2444,3269,1
5574,3269,1
72287,3269,1
26035,3269,1
11291,3269,1
4761,3269,1
5311507,3269,1
2795,3269,1
941361,3269,1
164522,3269,1
108092,3269,1
5276854,3269,1
27400,3269,1
3036780,3269,1
71351,3269,1
3085218,3269,1
2366,3269,1
19371515,3269,1
2200,3269,1
25295,3269,1
21855,3269,1
3781,3269,1
115368,3269,1
2710,3269,1
5284550,3269,1
3045380,3269,1
5284514,3269,1
5281070,3269,1
5457,3269,1
185460,3269,1
49831411,3269,1
2801,3269,1
33036,3269,1
2160,3362,1
2160,1814,1
2160,6335,1
2160,1812,1
2160,1816,1
2160,3274,1
2160,10280,1
2160,150,1
2160,3350,1
2160,4985,1
2160,3356,1
2160,147,1
2160,4986,1
2160,3363,1
2160,146,1
2160,4988,1
2160,3785,1
2160,3786,1
2160,1128,1
2160,1129,1
2160,1132,1
2160,3757,1
2160,81033,1
2160,90134,1
3696,3362,1
3696,3363,1
3696,3356,1
3696,6582,1
3696,3757,1
3696,1128,1
3696,3350,1
3696,1132,1
3696,1129,1
3696,147,1
3696,146,1
3696,3751,1
3696,3752,1
3696,5005,1
3696,1812,1
3696,1816,1
3696,3756,1
4543,3362,1
4543,3350,1
4543,3356,1
4543,147,1
4543,146,1
4543,150,1
4543,151,1
4543,152,1
4543,153,1
4543,155,1
4543,1128,1
4543,1129,1
4543,1132,1
4543,10857,1
4543,10280,1
5584,150,1
5584,3350,1
5584,3359,1
5584,3356,1
5584,151,1
5584,147,1
5584,153,1
5584,155,1
5584,1812,1
5584,1816,1
5584,1128,1
5584,1129,1
5584,1132,1
5584,146,1
4893,146,1
4893,147,1
4893,151,1
4893,152,1
4893,3757,1
4893,150,1
5568,1812,1
5568,1128,1
5568,3357,1
5568,1129,1
115237,1815,1
115237,6863,1
115237,3757,1
115237,3356,1
115237,1812,1
115237,150,1
115237,3350,1
115237,152,1
115237,151,1
115237,147,1
115237,1814,1
115237,3363,1
5073,1815,1
5073,3357,1
5073,6863,1
5073,3363,1
5073,3757,1
5073,3005,1
5073,151,1
5073,3356,1
5073,1814,1
5073,150,1
5073,3350,1
5073,147,1
5073,1812,1
5073,152,1
5073,1816,1
5073,3362,1
5073,3361,1
4622,1815,1
15387,1815,1
5355,1815,1
4830,1815,1
60149,1815,1
60854,1815,1
71360,1815,1
4850,1815,1
5095,1815,1
2477,1815,1
5002,1815,1
2170,1815,1
3168,1815,1
5074,1815,1
213046,1815,1
60795,1815,1
71351,1815,1
5467,1815,1
119570,1815,1
52919,1815,1
135398737,1815,1
135398745,1815,1
11154555,1815,1
28864,1815,1
6918388,1815,1
54746,1815,1
6047,1815,1
72287,1815,1
6918248,1815,1
59227,1815,1
3036780,1815,1
9818479,1815,1
115368,1815,1
6918525,1815,1
49831411,1815,1
65667,1815,1
107715,1815,1
3822,3357,1
5074,3357,1
4830,3357,1
2477,3357,1
2913,3357,1
5761,3357,1
5533,3357,1
82148,3357,1
3337,3357,1
1615,3357,1
60795,3357,1
10071196,3357,1
6089,3357,1
11658860,3357,1
6604889,3357,1
11502243,3357,1
54746,3357,1
60854,3357,1
5035,3357,1
135398737,3357,1
135398745,3357,1
5002,3357,1
667477,3357,1
27400,3357,1
11978813,3357,1
3827,3357,1
2267,3357,1
60857,3357,1
10531,3357,1
2170,3357,1
28864,3357,1
43815,3357,1
4199,3357,1
2895,3357,1
2801,3357,1
219020,3357,1
5276854,3357,1
11154555,3357,1
4184,3357,1
3036780,3357,1
71351,3357,1
667467,3357,1
5205,3357,1
168871,3357,1
5467,3357,1
107715,3357,1
3821,3357,1
3085218,3357,1
2585,3357,1
3822,3355,1
3822,3363,1
3822,3356,1
3822,6571,1
5074,3363,1
5074,3362,1
5074,3356,1
5401,146,1
5401,147,1
5401,151,1
5401,3757,1
5401,81033,1
5401,90134,1
5401,7040,1
40589,3356,1
40589,147,1
40589,146,1
40589,150,1
40589,151,1
40589,152,1
40589,1128,1
40589,1129,1
40589,1132,1
4449,1576,1
4449,3757,1
4449,150,1
4449,3350,1
4449,3356,1
4449,147,1
5533,3350,1
5533,3356,1
5533,150,1
6834,3757,1
6834,1128,1
6834,1132,1
6834,1129,1
4828,153,1
4828,155,1
4828,3350,1
60795,153,1
2249,153,1
2405,153,1
2585,153,1
3779,153,1
4171,153,1
2583,153,1
9887812,153,1
3410,153,1
5152,153,1
6918554,153,1
2369,153,1
60657,153,1
1978,153,1
3869,153,1
2475,153,1
39147,153,1
3083544,153,1
5816,153,1
11504295,153,1
155774,153,1
444031,153,1
33624,153,1
1103,153,1
59768,153,1
3762,153,1
56959,153,1
54746,153,1
439260,153,1
26934,153,1
5253,153,1
36811,153,1
7028,153,1
5403,153,1
60789,153,1
4932,153,1
39468,153,1
31477,153,1
3343,153,1
4845,153,1
2372,153,1
37464,153,1
9294,153,1
4631,153,1
1045,153,1
1102,153,1
2663,153,1
208898,153,1
71301,153,1
3036780,153,1
92974,153,1
46937143,153,1
656909,153,1
44112,153,1
2309,153,1
9966051,153,1
2239,153,1
64782,153,1
3007,153,1
2368,153,1
135398745,153,1
43815,153,1
2157,153,1
3677,153,1
71733,153,1
168871,153,1
107715,153,1
3105,153,1
3651,153,1
2913,3363,1
2913,3362,1
2913,80854,1
2913,1128,1
2913,3356,1
2913,1129,1
2913,1132,1
60149,3355,1
11610526,3355,1
77993,3355,1
60857,3355,1
4440,3355,1
5078,3355,1
4184,3355,1
43815,3355,1
667467,3355,1
5205,3355,1
168871,3355,1
5467,3355,1
107715,3355,1
135398745,3355,1
3821,3355,1
123606,3355,1
6604889,3363,1
